"commentsCount","text","date","likesCount"
,"⛈️🌪Summer of Saqar begins invading the winter of the Arctic North Pole as we promised you with truth for this year of yours (1445 AH)🌪⛈️
▪️2️⃣▪️
Despite that, there are countries in Europe that have been covered by snow suddenly as well after the tenth of the month of December after they called this winter; the warm winter because of El Nino and global warming from the smog of their factories, so they set forth their hindering about summer of Saqar, with their cunning by the warm winter! Because the thermal El Nino phenomenon coincided according to their claim with conjecture of warm thermal global warming, so they claim that it is behind the global warming phenomenon which was not based on a physical scientific foundation according to their claim. Then Allah wanted to abolish their deception and fail all of their speculative predictions, so Allah sent a snowy storm over the great countries after the first ten (days) of December to the point that airports of Germany seized flying, but now Germany’s snow has melted, in fact, even the snowy mountains, and floods has occurred and summarized the entire countries of Europe, China, Canada, America and the Middle East. And the wisdom of that is: Allah desired to smite the lie of the marine thermal El Nino phenomenon due to warm gasses according to their claim, also Allah wanted to uncover their mockery and their hindering, And Allah knew that China is the largest of manufacturing countries from which emit fumes of which caused global warming according to their claim. So Allah crushed the fraudulent phenomenon of the global warming in the sky of China, in fact shattered the global warming phenomenon utterly and in the sky of the biggest manufacturing country on earth, so He sent on them a historic snowy storm they did not see in their history! Then He silenced the entire scientists of climate/ meteorologists and sealed their mouths, and they knew for sure that the rise of climate temperature of planet earth is not because of the alleged global warming because of the warm fumes / gasses from factories of the humans according to their claim. In fact, look at how Allah turns the same winter so He would make it into summer then winter then summer in the same week to cause them shocks that they might beware of Allah’s chastisement. And only their words that they said: “climatic chaos”, and we say: By Allah, yes climatic chaos because of the climate of the flaming planet Saqar approaching planet earth.

Also Covid of Saqar’s summer is a widespread evil, and we do not mean the cold flu virus, rather the one that shatter the favor of smell and taste utterly, even if one took a spoon full of salt he would not taste the salt as if he swallowed soil, and whoever did not lose the blessing of smell and taste then he is not infect with Covid, that’s in order for you to differentiate between the new Covid and the flu, so you would not suspect a thing because of this mark with which you distinguish so that every human being is able to know if he is afflicted with Covid or just a usual flu. And whoever loses the blessing of smell and the blessing of tasting food, surely the treatment is free of charge; he has to stick with what came in the explanatory-statement which we wrote on the date (twenty-sixth of Ramadan, for the year 1441 AH).
https://nasser-alyamani.org/showthread.php?p=360266

In any case, I do not want to get into the battle of Covid’s soldiers, only in order for the worlds can differentiate between the severe plot of Covid from the soldiers of Allah, the Mighty, the Praiseworthy, and the ordinary influenza, so that you do not suspect, for whoever has completely lost the sense of smell and taste then he is infected with Covid, a firm plot (Mateen) from Allah, and that is for those whom Allah has given respite in general among Arabs and non-Arabs. As for the other Covid I surely do not know symptoms for it other than one symptom which is death to who is afflicted. We desire the survival for servants and not death, except who refuse Allah’s mercy and hated the truth that is sent down in the grand Quran; those has followed what displease Allah and hated his goodly-pleasure, so who would protect them from Allah’s chastisement? Surely there is no escape, and you shall certainly come to know.

➖➖➖➖➖➖➖➖➖

Imam Mahdi Nasser Mohammad Al-Yemeni

18 - Jamad Akhera - 1445 AH
Dec. 31 - 2023 AD
07:44 am
(According to the official time of [Mecca] mother of towns)

https://nasser-alyamani.org/showthread.php?p=437791

#Miracle_Gaza_is_graveyard_to_invaders.
#السابع_من_اكتوبر..
#غزة_المكرمة..
#ألحرارة_باترتفع_إلى_151_درجة..
#Saturday_October_07..
#The_Verdict_of_Imam_Mahdi_Concerning_Hamas..
#In_the_name_of_Allah_the_One_the_Subduer..
#Urgent_to_every_human_and_each_who_has_intellect
#Significant_event_an_admonishment_to_each_sane
#Shanghai_Virus_Is_Torment
#TheWarningMoonIsOver
#Omicron_is_a_global_calamity
#Divine_Cosmic_n_Covidious_War
#NoFlee_COVID_Of_DeathArrived
‎#WarningTo_Mohamed_Bin_Salman
____________","2024-01-14T17:26:11.000Z","3"
,"https://www.instagram.com/reel/C2C-iwdu-fn/?igsh=MTYxZm1xcGtzYThpaw==","2024-01-14T17:26:05.000Z","1"
"1","Yet can't break 40% approval rating. Face it Joe, your 55+ political career siphoning off the American tax payers needs to come to a end.","2024-01-14T17:25:49.000Z","1"
,"You invest our $ in the Biden crime family

Biden is a CROOK TRAITOR to America

Vote TRUMP save America 🇺🇸 2024","2024-01-14T17:25:31.000Z","0"
,"https://sign.moveon.org/petitions/support-senator-bernie-sanders-call-for-an-investigation-of-indiscriminate-bombing-in-gaza?share=3e24f7ca-9a75-46e0-84df-7d7aaab00692&source=email-share-button&utm_medium=&utm_source=email","2024-01-14T17:25:16.000Z","0"
,"May 2024 open the doors for ICC/ICJ prosecutions of war criminals. Stop the Genocide of Palestinians!

#EndIsraelsGenocide
#STOPtheGENOCIDE
#FreePalestine
#SaveTheChildren
#PermanentCeaseFireNOW","2024-01-14T17:25:17.000Z","0"
,"#EndIsraelsGenocide

https://webtv.un.org/en/asset/k11/k11gf661b3","2024-01-14T17:25:15.000Z","0"
,"Dumbest mf ever FJB always 🖕","2024-01-14T17:24:26.000Z","0"
,"Good luck not looking like a fool","2024-01-14T17:24:13.000Z","0"
"3","OMG!!! Sleepy Joe is lying big-time. Remember what he tells you when you end up with no job and fighting for food. Open up your eyes people. ￼","2024-01-14T17:24:02.000Z","3"
,"https://www.foxbusiness.com/economy/initial-us-employment-reports-overstated-jobs","2024-01-14T17:23:48.000Z","0"
,"Sing it with me everyone 🎶🇺🇲

https://youtu.be/XhKqlP9CXXU?si=znUYYY6aEhU404f5","2024-01-14T17:23:32.000Z","1"
"1","https://www.fairus.org/legislation/biden-immigration-border-policy/illegal-immigration/2023-marks-highest-level-illegal","2024-01-14T17:23:22.000Z","0"
,"https://www.msn.com/en-us/news/us/december-migrant-surge-at-southern-border-largest-in-more-than-two-decades-as-mayors-call-for-action/ar-AA1mcOmj","2024-01-14T17:23:11.000Z","0"
,"https://www.fiverr.com/s/0XvGZE","2024-01-14T17:23:10.000Z","0"
,"The big clown joey where the kackler kamala","2024-01-14T17:23:07.000Z","0"
,"I love the fact that the majority of the people who claim you are a great president on Facebook and love your posted aren’t even American citizens..that says all I need to know","2024-01-14T17:22:39.000Z","0"
,"Yeah right","2024-01-14T17:22:14.000Z","0"
,"Chinese, Russian, and afghan kids learning how to disassemble an AK in school while we’re teaching ours they can identify as a fruit cocktail. Wild.","2024-01-14T17:21:51.000Z","1"
,"Everything went up 30 percent when you took over","2024-01-14T17:21:50.000Z","0"
"1","You pose an existential threat to our country.

You won’t secure our border, which lets in guns, FBI watchlist terrorists, & drugs.

Your weak leadership inspired Putin to invade Ukraine & Hamas to attack Israel.

You spend recklessly & increase inflation.

You are the threat.","2024-01-14T17:21:47.000Z","1"
,"what have you done to the border? it will take years to fix this s**t. what's the point of visa then? if u r allowing people to cross border illegally? u have made fun of law and order. Voting REPUBLICAN next. Kick this admin out.","2024-01-14T17:21:27.000Z","0"
,"https://www.cnn.com/2024/01/12/investing/citigroup-layoffs-earnings/index.html","2024-01-14T17:21:04.000Z","0"
,"https://www.nbcnews.com/politics/national-security/drone-attacks-american-bases-injured-two-dozen-us-military-personnel-rcna121961","2024-01-14T17:20:43.000Z","0"
,"Se il diavolo avesse un volto sarebbe il tuo .. 28mila palestinesi uccisi tra cui 8 mila bambini. Sei il peggior presidente della storia Americana. Io spero che gli americani aprano gli occhi e ti mandino a casa… #Bidenterrorist","2024-01-14T17:20:32.000Z","0"
,"We are done with your billshxt.","2024-01-14T17:20:22.000Z","2"
,"https://www.axios.com/2023/10/31/american-troops-middle-east-israel-palestine","2024-01-14T17:19:51.000Z","0"
"2","We can all be grateful we have a president enacting proven first world policies and returning manufacturing to the USA instead of more of the GOP's third-world trickle-down scam.","2024-01-14T17:19:50.000Z","2"
,,"2024-01-14T17:19:39.000Z","0"
,"May 2024 be your final year in Politics. Enjoy your golden years","2024-01-14T17:19:36.000Z","1"
,"Go away Joe.","2024-01-14T17:19:32.000Z","0"
,"Democracy's for first word countries, not right wing sh#tholes like the third world areas with all the dictators Trump praises and admires.","2024-01-14T17:19:26.000Z","0"
,"“Run on BADenomics/BADenflation Lunch Bucket Joe, it’s a winning strategy! “” ~your friend Don😉","2024-01-14T17:19:14.000Z","0"
,"https://www.msn.com/en-us/news/world/us-and-britain-strike-yemen-in-reprisal-for-houthi-attacks-on-shipping/ar-AA1mSjsn","2024-01-14T17:18:21.000Z","0"
,"🇺🇸🇺🇸🇺🇸🇺🇸🫡🫡🫡🫡 JB47P ✌️👍🤘🤙👊👌🤝💪✊🇺🇸🫡🤘","2024-01-14T17:18:21.000Z","0"
,"Lowest inflation? Bet ever agency got called today. Cost of life is higher then ive ever seen.","2024-01-14T17:18:21.000Z","0"
,"👇👇👇👇👇👇👇👇👇

A message of clarification from a Muslim brother to all Christians 👇👇

It is our duty as Muslims to explain and show you the true religion that God has commanded all His servants whom He created to follow, and for that reason God created us.

👇👇👇👇👇👇👇👇👇👇

https://www.facebook.com/abaki.central/videos/346579291468123/?app=fbl

https://www.facebook.com/61550099054917/videos/1557752088094991/?app=fbl

@","2024-01-14T17:18:09.000Z","0"
,"https://www.washingtontimes.com/news/2021/jun/22/people-act-allows-democrats-register-illegal-voter/","2024-01-14T17:17:27.000Z","1"
,"Moronic communist Biden mustve found Hunters dope stash...he lives in some fantasy world...F.J.B. !!","2024-01-14T17:16:22.000Z","0"
,"Republicans fear freedom","2024-01-14T17:16:10.000Z","0"
,"My heart was  broken💔💔 💔 i never believe i will get back my ex again until I meet Dr Eigbe who brought back my ex within 15hours with a powerful and fast love  spell. He is reliable for positive result and he also render the following services Below such as..:
1) Reading 🌌
(2) Love Spells 💔
(3) ex back Spells 💏
(4) Divorce Spells 🕺💃
(5) Marriage Spells 👰
(6) Binding Spell. 👪 
(7) Court Case 👨‍⚖️👩‍⚖️
(8) Banish a past Lover 💘
(9) protection spell🏠🏡✅
(10) promotion spell🦴☠️
(11) good job💪🗣️
Just Click on the Link to visit his page 
👇👇👇
Eigbe solution home","2024-01-14T17:15:43.000Z","0"
,"https://www.facebook.com/share/r/NawUZ28LMXiQ6s62/?mibextid=D5vuiz","2024-01-14T17:15:35.000Z","0"
,,"2024-01-14T17:15:30.000Z","0"
,,"2024-01-14T17:15:04.000Z","0"
,,"2024-01-14T17:14:59.000Z","0"
"1","“Repeat a lie often enough and it becomes the truth.” - https://www.physics.smu.edu/pseudo/Propaganda/goebbels.html","2024-01-14T17:14:58.000Z","1"
,"WTH is wrong with you, man? 

https://fb.watch/pzP-MltEhI/?mibextid=Nif5oz","2024-01-14T17:14:51.000Z","4"
"1","Joe you are polling lower than STD’s and Kamala lol no way you are getting re-elected so just stop with the lies","2024-01-14T17:14:49.000Z","2"
,,"2024-01-14T17:14:10.000Z","0"
,,"2024-01-14T17:14:08.000Z","0"
,,"2024-01-14T17:14:07.000Z","0"
,"📌Confirming The Melting of The Recent Snow in Sweden During This Winter Season..

Imam Mahdi Nasser Mohammed al-Yamani
27— Jumada II— 1445 AH
09— January — 2024 AD
08:26 AM
(According to the official time of Mecca Mother of Towns)
______
https://nasser-alyamani.org/showthread.php?p=438324.
.
.","2024-01-14T17:14:04.000Z","2"
"1","Sad you still try and claim people going back to work after the fake covid scam as ""new"" jobs! Typical of how you lie and mislead Americans. If you truly wanted to invest in America you would shut down the border, stop spending billions of our tax dollars on illegal aliens and stop sending our tax dollars to foreign countries!","2024-01-14T17:13:24.000Z","5"
,,"2024-01-14T17:13:18.000Z","0"
"3","We all know where you are going for all the lies you tell.","2024-01-14T17:13:20.000Z","2"
"4","You're a vissionary leader. Thank you for creating jobs to your people. Over 80million Americans are waiting to vote you for second term. Goodluck sir.","2024-01-14T17:13:16.000Z","20"
