,text,label
966,"TODOS OS EXÉRCITO DO MUNDO CONTRA O BRASIL A MANTER BRAZIL COM Z ISTO PARA TIRA LULA LADRÃO PRESIDENTE MANÇOS DO BRASIL SÓCRATER AMERICANOS - PORTUGUAL, LULA MOR MORTO COM TODOS EM CONTRADOS FALSARIOS SOCIOPATAS NA CONTROLADORIA GERAL DA UNIAO E ESTADO ( AGU -CONTROLADORIA GERAL DA UNIÃO _ FALSO PIRATA MINISTÉRIO PÚBLICO FEDERAL EM REDE DE FALSIFICADORES EM 60 ANOS´                                                                                                                                                  ...                                                                                                               ( [ ANNAGRAMA = LETRA REVERSAS OU IMBUTIDAS OU TROCADAS PESEUDONIMO DE EMPRESA : ]                                                                                                                                  ... TRATASSE DE ECO-PONTOS: TODOS OS MESES DEVESER IGUAL LEI PARA BANDIDOS JUIZ_ PROCURADORES DE JUSTIÇA_ EM POSENTAR APOSENTAR EM COMPUSORIA SEM MÁFIA DÊ INSTITUTO FALSOS SOCIAL COM PREDENOMINAMDO MDO´CMDO DÊ INSS ATUAL BANDIDOS OFICIAIS DO EXÉRCITO E CORONEIS E OFICIAIS LADROES DE DIREITO IMATERIAL NA LEI 10.695/2023 TRAIDORES USURPADORES EM GANHA PROMOÇÃO DOS ESFORÇO DOS OUTROS SENTADO´´   DESCODIFICANDO - FIAT  FAT -  FUNDO DE ÂMPARO AO TRABALHADOR _    TAF/ FÍSICA MILITAR  MARINHA   |  IF ESCOLA PARA DESVIO DE FUNDOS | IAT HIAT MARINHA MARINA    ATI MAFIA 190 EMERGENCIA PARA LIVRA CRIME DE POLICIAIS ESTADUAIS CORRUPTOS EM 62 ANOS Ê ATUAL 2023 PARA ACOBERAT (LIVRA CRIME EM FLAGRANTE COM MINISTERIO DA JUSTIÇA QUI NAO É CONCURSADO SIM ADVOGADOS OU BANDIDOS CONTRATADOS OU COMBINADO E ESPAÇO ALUGADO RUSSO SEU AMIGO DE DOIS DEDOS MAÇNO # CRUZ DE SANTO ANDRÉ  COM NO´NÔ  ESQUEMA EM DONO = JOE BIDEN COM SUA REDE DE FALSIFICAÇÕES´ OU PERICIA OU MATAR OU ESTUPRAR EM FINANCIADO PELO ESQUEMA BIDEN - LULA - EN CODIGO EM MOTOR DE CARROS COMO EXPOSTO EM V6-V12- ETC OU GRATIFICAR FOMENTER POR FAZER CRIME HEDIONDO OU CONTRIBUIR 1 ANO OU- SEJA DIVIDE POR 12 ENTRE 360 DIAS SÊ RETIRANDO-SE OS 3 MESES DOS VERDADEIRO INICIADO NO MUNDO, COM POSTERIOR NO SECULO 3 EM 7 E SÉCULO 3/5 POSTERIOR 9 EM ATUAL 12 SÉCULO 6 FRAUDULENTO ISTO PARA SER ESCRAVOS SEREM NO CASO PARA TER DIREITO APÓS 75 ANOS PROSPECTANDO INTROSPECÇÃO PESSOAL SORTIDA  QUEM E SERTO OU ERRADO CERTO OU  ERRADO´ EM ASSEGURA CRIME CON LADRÕES FUNCIONÁRIOS PÚBLICOS OU SERVIDORES OU PRESTADORAS OU ALOCADAS AONDE, ENTÃO SÊ DEVE O MESMO TRATAMENTO 3 ANOS APOSENTAR TODOS COM FIM DA COMPETIÇÃO  DISCRETA DI QUEM É MAIS MAL POIS O CORPO É 3 ANOS  DE ATIVIDADE ê READAPTAÇÃO E CRIME OU RECONVERNSAO A INTERESSE OU EX-OFFICIO A PEDIDO POIS Ô RESTO É DÍSSIDIO-OPCIONAL/FACULTATIVO SEM TIRA VAGA DE OUTROS OU RENOVAR QUADRO E EMPREGO DE TIRA VOLUNTARIO OU OFERECIDO COM PREVIO DEPÓSITO JANTAR E ITINERÁRIO MOBILIZAÇÃO EM ÔNIBUS CALOROSO SEM INSUFILME LATERAL SOLAR EM MERO PROTETIVO A RAIOS UVC COM VIDROS ATÔMO ÁGUA SÓDIO:                                                                                                                                      +++                                                                                                                   AJUSTANDO PESO DA BALANÇA SEM 1 QUILO 7 COMO SE FOSSE 1 EM ROBAR 6´ EM´ SIM SÊ OBSERVAR-SE ESCRÚTINIOS TÁTIAL´ EM RECONDICIONAR-SE NO DOLO HIPO DIRECIONAMENTO EM CURVA / LACUNA / EM U LETRA Ú ARCO LACUNA INTRA PERÍMITRAL EM COPO COMEMORAR ENCIMA DO OUTRO AGRUPADO VUNERAVEL , NÂ EXTRA-PIRAMIDAL TÁTICA DOS ASTROPATAS COM SOCIOPATAS COMO FALSOS DOATIVOS SÊ VISANDO LUCRO PRÓPRIO EM PROVIMENTO DÊ OUTREM ALHEIO E OMITIR SUAS REAIS SECRETAS INTIMAS INTENÇÕES : A) VEROZES SEMPRE ACIMA DA POPULAÇÃO 7,2 BRILHÕES EM 2024_4024 - VERDADEIRO 6001 MIL :
A VERDANA: CRIESSE 500 BILHÕE MILHÕES DE PITBULL Ê KANGAL / COM MISTURA GENÉTICA DÊ PUDO Ê GATO E PIT ZERO PARA FINGIR SER MANSO DÓCIU COM XITA-GUEPARDO DÊ SUBIR EM ARVORES COM ESCORPIÃO.
*A CIRCUNSCRIÇÃO AURA EM ADSTRIÇÃO ALINHAMENTO SHALOPINHA VERSOS LADROES MAÇONS ASSASSINOS E VATICANO SER PUVERIZADA DEUS MANDOU ACATE SEM RESSENTIMENTO É HORA DOS JÚROS NESSAS FARSANTES.:
1. 
DEPOSIÇÃO A DEPOSTO AUTOEXECUTATÓRIAL MILITAR POLICIAL MINISTERIAL E MINICIPAL_ DISTRATAL_ EQUATÓRIAL _ SENSORIAL 
2.
DEPOPOSTAR EXPULSAR SEM JUSTIÇA SIM DEVER DE OFICIO:
PONTO NORTE A TIRAR ELIMINAR BOTA PARA DORMI ESSAS PEÇAS VERME DÊ ANÚS DÊ EM DAR DEFEITO Ê LUCRAENCIMA EM VENDA DE CARROS MOTOS COM RECONDICIONADOS INDIANOS:
= ALVO ENGANADORES DE POLICIA Ê EXÉRCITO/AGIOTAS COM LADRÃO REI CHARLE E TRAFICANTE REI DA TAILÂNDIA FINANCIADOR:
TANGENTE ALVO DOS 206 PAIS MAFIA 33 ONU HAIA 7 TAILANDIA 8 / 9 LULA OLHEIRO DOS LADROES TRAFICANTES.
 
QUEREM MATAR PARA VENDE CAIXÃO EM APÓS GUERRA PÓS E INFINITY PRÉ - POS GUERRA / PENSANDO SER PLANO DE TELLEPHONIA TELEFONIA OU SEJA PRETERIÇÃO MÉRITO DO CRIME A TAIS LADRÕES AGIOTA DE ROBA EM JUROS E MÁFIA DE GOLPE TRI 3 TRIBUTÁRIO _ CÓDIGO TÁRIO É TANQUE ARIO AGIOTAS A ALHEIO SEM SABER EXIBIR GREGO ROMANO FALSA CIDADANIA A DESRESPEITA E FRAGILIZAR- TRI IRT, IR IMPOSTO TRI B´ GENERAL MARECHAL-MARINHA AERONÁUTICA ́ TRI-BU-TÁ-RIO / Ê ROBA SEGURO E TRANSFORMA EM CARROS 
Ladrões que estar atrapalha as pessoas ê seus crescimentos ê seus bio desenvolvimento dezenvouvimento com desenfreada ganâncias dos veado biden e lula Luiz inácio lula da silva s sem MAFIA L em pedófilos raptadores de criança em velho esquema antigo 1942-1962-2024 êmbúlo túnel submarino -
= É a equidade elástica que sê têm a Administração de, com seus próprios meios, executar suas decisões, sem precisar de autorização prévia do Poder Judiciário. ao bem esta alheio sem humano atrapalhando ou usurpando encima de outro fazendo de ESCADA subo subir acima em pular encima se divertindo a INTROSPECÇÃO",NEGATIVE
967,"TODOS OS EXÉRCITO DO MUNDO CONTRA O BRASIL A MANTER BRAZIL COM Z ISTO PARA TIRA LULA LADRÃO PRESIDENTE MANÇOS DO BRASIL SÓCRATER AMERICANOS - PORTUGUAL, LULA MOR MORTO COM TODOS EM CONTRADOS FALSARIOS SOCIOPATAS NA CONTROLADORIA GERAL DA UNIAO E ESTADO ( AGU -CONTROLADORIA GERAL DA UNIÃO _ FALSO PIRATA MINISTÉRIO PÚBLICO FEDERAL EM REDE DE FALSIFICADORES EM 60 ANOS´                                                                                                                                                  ...                                                                                                               ( [ ANNAGRAMA = LETRA REVERSAS OU IMBUTIDAS OU TROCADAS PESEUDONIMO DE EMPRESA : ]                                                                                                                                  ... TRATASSE DE ECO-PONTOS: TODOS OS MESES DEVESER IGUAL LEI PARA BANDIDOS JUIZ_ PROCURADORES DE JUSTIÇA_ EM POSENTAR APOSENTAR EM COMPUSORIA SEM MÁFIA DÊ INSTITUTO FALSOS SOCIAL COM PREDENOMINAMDO MDO´CMDO DÊ INSS ATUAL BANDIDOS OFICIAIS DO EXÉRCITO E CORONEIS E OFICIAIS LADROES DE DIREITO IMATERIAL NA LEI 10.695/2023 TRAIDORES USURPADORES EM GANHA PROMOÇÃO DOS ESFORÇO DOS OUTROS SENTADO´´   DESCODIFICANDO - FIAT  FAT -  FUNDO DE ÂMPARO AO TRABALHADOR _    TAF/ FÍSICA MILITAR  MARINHA   |  IF ESCOLA PARA DESVIO DE FUNDOS | IAT HIAT MARINHA MARINA    ATI MAFIA 190 EMERGENCIA PARA LIVRA CRIME DE POLICIAIS ESTADUAIS CORRUPTOS EM 62 ANOS Ê ATUAL 2023 PARA ACOBERAT (LIVRA CRIME EM FLAGRANTE COM MINISTERIO DA JUSTIÇA QUI NAO É CONCURSADO SIM ADVOGADOS OU BANDIDOS CONTRATADOS OU COMBINADO E ESPAÇO ALUGADO RUSSO SEU AMIGO DE DOIS DEDOS MAÇNO # CRUZ DE SANTO ANDRÉ  COM NO´NÔ  ESQUEMA EM DONO = JOE BIDEN COM SUA REDE DE FALSIFICAÇÕES´ OU PERICIA OU MATAR OU ESTUPRAR EM FINANCIADO PELO ESQUEMA BIDEN - LULA - EN CODIGO EM MOTOR DE CARROS COMO EXPOSTO EM V6-V12- ETC OU GRATIFICAR FOMENTER POR FAZER CRIME HEDIONDO OU CONTRIBUIR 1 ANO OU- SEJA DIVIDE POR 12 ENTRE 360 DIAS SÊ RETIRANDO-SE OS 3 MESES DOS VERDADEIRO INICIADO NO MUNDO, COM POSTERIOR NO SECULO 3 EM 7 E SÉCULO 3/5 POSTERIOR 9 EM ATUAL 12 SÉCULO 6 FRAUDULENTO ISTO PARA SER ESCRAVOS SEREM NO CASO PARA TER DIREITO APÓS 75 ANOS PROSPECTANDO INTROSPECÇÃO PESSOAL SORTIDA  QUEM E SERTO OU ERRADO CERTO OU  ERRADO´ EM ASSEGURA CRIME CON LADRÕES FUNCIONÁRIOS PÚBLICOS OU SERVIDORES OU PRESTADORAS OU ALOCADAS AONDE, ENTÃO SÊ DEVE O MESMO TRATAMENTO 3 ANOS APOSENTAR TODOS COM FIM DA COMPETIÇÃO  DISCRETA DI QUEM É MAIS MAL POIS O CORPO É 3 ANOS  DE ATIVIDADE ê READAPTAÇÃO E CRIME OU RECONVERNSAO A INTERESSE OU EX-OFFICIO A PEDIDO POIS Ô RESTO É DÍSSIDIO-OPCIONAL/FACULTATIVO SEM TIRA VAGA DE OUTROS OU RENOVAR QUADRO E EMPREGO DE TIRA VOLUNTARIO OU OFERECIDO COM PREVIO DEPÓSITO JANTAR E ITINERÁRIO MOBILIZAÇÃO EM ÔNIBUS CALOROSO SEM INSUFILME LATERAL SOLAR EM MERO PROTETIVO A RAIOS UVC COM VIDROS ATÔMO ÁGUA SÓDIO:                                                                                                                                      +++                                                                                                                   AJUSTANDO PESO DA BALANÇA SEM 1 QUILO 7 COMO SE FOSSE 1 EM ROBAR 6´ EM´ SIM SÊ OBSERVAR-SE ESCRÚTINIOS TÁTIAL´ EM RECONDICIONAR-SE NO DOLO HIPO DIRECIONAMENTO EM CURVA / LACUNA / EM U LETRA Ú ARCO LACUNA INTRA PERÍMITRAL EM COPO COMEMORAR ENCIMA DO OUTRO AGRUPADO VUNERAVEL , NÂ EXTRA-PIRAMIDAL TÁTICA DOS ASTROPATAS COM SOCIOPATAS COMO FALSOS DOATIVOS SÊ VISANDO LUCRO PRÓPRIO EM PROVIMENTO DÊ OUTREM ALHEIO E OMITIR SUAS REAIS SECRETAS INTIMAS INTENÇÕES : A) VEROZES SEMPRE ACIMA DA POPULAÇÃO 7,2 BRILHÕES EM 2024_4024 - VERDADEIRO 6001 MIL :
A VERDANA: CRIESSE 500 BILHÕE MILHÕES DE PITBULL Ê KANGAL / COM MISTURA GENÉTICA DÊ PUDO Ê GATO E PIT ZERO PARA FINGIR SER MANSO DÓCIU COM XITA-GUEPARDO DÊ SUBIR EM ARVORES COM ESCORPIÃO.
*A CIRCUNSCRIÇÃO AURA EM ADSTRIÇÃO ALINHAMENTO SHALOPINHA VERSOS LADROES MAÇONS ASSASSINOS E VATICANO SER PUVERIZADA DEUS MANDOU ACATE SEM RESSENTIMENTO É HORA DOS JÚROS NESSAS FARSANTES.:
1. 
DEPOSIÇÃO A DEPOSTO AUTOEXECUTATÓRIAL MILITAR POLICIAL MINISTERIAL E MINICIPAL_ DISTRATAL_ EQUATÓRIAL _ SENSORIAL 
2.
DEPOPOSTAR EXPULSAR SEM JUSTIÇA SIM DEVER DE OFICIO:
PONTO NORTE A TIRAR ELIMINAR BOTA PARA DORMI ESSAS PEÇAS VERME DÊ ANÚS DÊ EM DAR DEFEITO Ê LUCRAENCIMA EM VENDA DE CARROS MOTOS COM RECONDICIONADOS INDIANOS:
= ALVO ENGANADORES DE POLICIA Ê EXÉRCITO/AGIOTAS COM LADRÃO REI CHARLE E TRAFICANTE REI DA TAILÂNDIA FINANCIADOR:
TANGENTE ALVO DOS 206 PAIS MAFIA 33 ONU HAIA 7 TAILANDIA 8 / 9 LULA OLHEIRO DOS LADROES TRAFICANTES.
 
QUEREM MATAR PARA VENDE CAIXÃO EM APÓS GUERRA PÓS E INFINITY PRÉ - POS GUERRA / PENSANDO SER PLANO DE TELLEPHONIA TELEFONIA OU SEJA PRETERIÇÃO MÉRITO DO CRIME A TAIS LADRÕES AGIOTA DE ROBA EM JUROS E MÁFIA DE GOLPE TRI 3 TRIBUTÁRIO _ CÓDIGO TÁRIO É TANQUE ARIO AGIOTAS A ALHEIO SEM SABER EXIBIR GREGO ROMANO FALSA CIDADANIA A DESRESPEITA E FRAGILIZAR- TRI IRT, IR IMPOSTO TRI B´ GENERAL MARECHAL-MARINHA AERONÁUTICA ́ TRI-BU-TÁ-RIO / Ê ROBA SEGURO E TRANSFORMA EM CARROS 
Ladrões que estar atrapalha as pessoas ê seus crescimentos ê seus bio desenvolvimento dezenvouvimento com desenfreada ganâncias dos veado biden e lula Luiz inácio lula da silva s sem MAFIA L em pedófilos raptadores de criança em velho esquema antigo 1942-1962-2024 êmbúlo túnel submarino -
= É a equidade elástica que sê têm a Administração de, com seus próprios meios, executar suas decisões, sem precisar de autorização prévia do Poder Judiciário. ao bem esta alheio sem humano atrapalhando ou usurpando encima de outro fazendo de ESCADA subo subir acima em pular encima se divertindo a INTROSPECÇÃO",NEGATIVE
968,Crazy how half of you're supporters don't live here,NEGATIVE
969,nan,POSITIVE
970,CREEPY Go Away 🖕🏿Joe Biden 🖕🏿‼️💩,NEGATIVE
971,I can't believe any sane person could think this bumbling f@@l is a good leader.,POSITIVE
972,wish you Good luck 🌟✨,POSITIVE
973,Times Up 🐍,NEGATIVE
974,nan,POSITIVE
975,Look out the window 🪟,POSITIVE
976,nan,POSITIVE
977,"GONZALO LIRA RIP
Cartoon published 01/14/2024

Gonzalo Lira died in a Ukrainian dungeon after suffering torture and receiving inadequate medical treatment.

An American journalist, Lira was in Ukraine to report the truth about the war. For that he was arrested and imprisoned. The US State Department did nothing to help him. Biden ignored him. The tyrant Zelensky showed no mercy because he had been criticized by Lira. The left claims Zelensky is a modern-day Churchill. Nope. He’s a two-bit Stalin.
Adding to the disgrace, the corporate propaganda media all but ignored Lira’s predicament. To be sure, the media was all in a tither when Saudi Arabia executed a Saudi citizen and dissident journalist named Jamal Khashoggi, who had written a few articles for The Washington Post. The media had their dander up about that because it enabled them to blame President Trump. Will Biden receive any blame for failing to aid Lira, who was tortured and left to die? Of course not.

Gonzalo Lira Sr. had this to say:

“The responsibility of this tragedy belongs to the dictator Zelensky with the concurrence of a senile Joe Biden. My pain is unbearable. The world must know what is going on in Ukraine with that inhuman dictator Zelensky.”

When you hear someone say that Zelensky is protecting ‘democracy,’ remind them of Gonzalo Lira.
https://grrrgraphics.com/gonzalo-lira-rip/",NEGATIVE
978,nan,POSITIVE
979,"And the ""correct"" numbers do not lie ~
 Bidenomics is an epic failure!
However, BidenFlation is booming and Americans are feeling it...",NEGATIVE
980,"Lets take a break from your BS and talk about how the federal reserve lost 100.18 billion dollars
It didn't end up in Mexico with Clinton to build him a compound to hide out in to avoid prison for his Epstein pedophilia did it",NEGATIVE
981,Biden you are a f ing liar hate you,NEGATIVE
982,"SFOS, you invested in your own name,  Incompetent and corrupt, best president China has on their payroll",NEGATIVE
983,"Allowing businesses to reopen after you closed them down, is not creating jobs.",NEGATIVE
984,Everything is a lie,NEGATIVE
985,Big guy! Don’t trust or believe you ever! Just a crime lord and traitor to our country!,NEGATIVE
986,"Worst President ever,  deliberately sabotaging your own country",NEGATIVE
987,"J6 Political Hostage Jake Lang: “This kind of situation can either make you or completely break you. I just let God make me into a stronger version of myself. You can’t go into the courtroom trusting in Lady Justice anymore. Where do you put your trust as a person? You have to put your trust in God knowing that, even through this intense struggle, all of this injustice, this miscarriage that we are seeing here, he’s got a plan that goes beyond the surface level, beyond what you can see in the temporary, beyond the four whitewashed dirty walls of the basement of the Washington DC jail gulag that I’m in right now in the hole.

“What is God’s plan through this? Not just for me, but for America? I believe with all my heart that he is using the J6 political prisoners, our fight and the way we’ve been treated by our government, to wake up tens of millions to the realization that modern-day tyranny does exist. America is not America, the land of the free, the home of the brave right now. America is in distress. We are truly in shadow warfare right now, the deep state versus the constitutionalists. We need to arm ourselves against the word of God and fight against these satanic globalists.”                    https://grrrgraphics.com/gulag-archipelosi/",POSITIVE
988,"Vote red = 🇺🇸💀💀💀💀💀💀
Vote blue 🗳️🗳️🗳️🗳️= 🇺🇸🥳🙌🆙

Overdue Lock 🔐🆙💩🍊🤡terrorist 

Thank you President Biden!",NEGATIVE
989,Don’t you know any more English than this vague put down.,NEGATIVE
990,Yesterday protest that included more than 200000 American by white house did not receive converage on the Anerican  media. Its shameful and proven without doubt that we are hijacked. lets stand for America by doing 7 steps  (1) bycott all those who advertise in the media  that selected to ignore yesterday event. (2) each of us to broadcast twhat happened to all her / his contacts to build awareness about this biast environment and controlled media owned by few that want to deceive America (3) get lawyers involved and file sue cases for deliberate blockage of information to opaque truth (4) arrange for gather in all states main squares next saturday 1 p.m to demad resignation  of those who are hijacking America(5) coordinate and exchange contracts to select independent new President candidates . (6) publically exchange ideas and opinion and use new media software f we get blockage at Facebook. The most important is to bycott the products that advertise in biast media (7) continue  protesting to stop genocide with high awareness that they want to kill this topic,NEGATIVE
991,6 Political Hostage Jake Lang Explains Exactly How Patriots Are Turning The Table On The DOJ: 'God Is Using Us To Wake Up Tens Of Millions of Americans' https://www.thegatewaypundit.com/2024/01/j6-political-hostage-jake-lang-explains-exactly-how/ #gatewaypundit via @gatewaypundit,NEGATIVE
992,https://www.instagram.com/reel/C2F2D_kpU6C/?igsh=ZmFwOGI1eWRnNjc1,NEGATIVE
993,Shut the darn border!,NEGATIVE
994,Total BS from Brain Dead. 🤬,NEGATIVE
995,Your soooo full of it!,POSITIVE
996,"OVER 100 THOUSAND PALESTINIANS KILLED, MISSING AND WOUNDED

Euro-Med Human Rights Monitor reports that, as of the 100th day since October 7, approximately 100,000 Palestinians have been killed, reported missing or injured.
Is this your democracy Joe Biden🤮🤮🤮
A total of 31,497 Palestinians in the Gaza Strip have been killed to date.
Of these, 92% were civilians, including 12,345 children, 6,471 women, 295 healthcare personnel, 41 civil protection personnel and 113 journalists. (Source)",NEGATIVE
997,"رَبَّكُمُ اللَّهُ الَّذِي خَلَقَ السَّمَاوَاتِ وَالْأَرْضَ فِي سِتَّةِ أَيَّامٍ ثُمَّ اسْتَوَىٰ عَلَى الْعَرْشِ ۖ يُدَبِّرُ الْأَمْرَ ۖ مَا مِن شَفِيعٍ إِلَّا مِن بَعْدِ إِذْنِهِ ۚ ذَٰلِكُمُ اللَّهُ رَبُّكُمْ فَاعْبُدُوهُ ۚ أَفَلَا تَذَكَّرُونَ
নিশ্চয়ই তোমাদের পালনকর্তা আল্লাহ যিনি তৈরী করেছেন আসমান ও যমীনকে ছয় দিনে, অতঃপর তিনি আরশের উপর অধিষ্ঠিত হয়েছেন। তিনি কার্য পরিচালনা করেন। কেউ সুপারিশ করতে পাবে না তবে তাঁর অনুমতি ছাড়া ইনিই আল্লাহ তোমাদের পালনকর্তা। অতএব, তোমরা তাঁরই এবাদত কর। তোমরা কি কিছুই চিন্তা কর না ?
Verily your Lord is Allah, who created the heavens and the earth in six days, and is firmly established on the throne (of authority), regulating and governing all things. No intercessor (can plead with Him) except after His leave (hath been obtained). This is Allah your Lord; Him therefore serve ye: will ye not receive admonition?
(4
إِلَيْهِ مَرْجِعُكُمْ جَمِيعًا ۖ وَعْدَ اللَّهِ حَقًّا ۚ إِنَّهُ يَبْدَأُ الْخَلْقَ ثُمَّ يُعِيدُهُ لِيَجْزِيَ الَّذِينَ آمَنُوا وَعَمِلُوا الصَّالِحَاتِ بِالْقِسْطِ ۚ وَالَّذِينَ كَفَرُوا لَهُمْ شَرَابٌ مِّنْ حَمِيمٍ وَعَذَابٌ أَلِيمٌ بِمَا كَانُوا يَكْفُرُونَ
তাঁর কাছেই ফিরে যেতে হবে তোমাদের সবাইকে, আল্লাহর ওয়াদা সত্য, তিনিই সৃষ্টি করেন প্রথমবার আবার পুনর্বার তৈরী করবেন তাদেরকে বদলা দেয়ার জন্য যারা ঈমান এনেছে এবং নেক কাজ করেছে ইনসাফের সাথে। আর যারা কাফের হয়েছে, তাদের পান করতে হবে ফুটন্ত পানি এবং ভোগ করতে হবে যন্ত্রনাদায়ক আযাব এ জন্যে যে, তারা কুফরী করছিল।
To Him will be your return- of all of you. The promise of Allah is true and sure. It is He Who beginneth the process of creation, and repeateth it, that He may reward with justice those who believe and work righteousness; but those who reject Him will have draughts of boiling fluids, and a penalty grievous, because they did reject Him.
(5
هُوَ الَّذِي جَعَلَ الشَّمْسَ ضِيَاءً وَالْقَمَرَ نُورًا وَقَدَّرَهُ مَنَازِلَ لِتَعْلَمُوا عَدَدَ السِّنِينَ وَالْحِسَابَ ۚ مَا خَلَقَ اللَّهُ ذَٰلِكَ إِلَّا بِالْحَقِّ ۚ يُفَصِّلُ الْآيَاتِ لِقَوْمٍ يَعْلَمُونَ
তিনিই সে মহান সত্তা, যিনি বানিয়েছেন সুর্যকে উজ্জল আলোকময়, আর চন্দ্রকে স্নিগ্ধ আলো বিতরণকারীরূপে এবং অতঃপর নির্ধারিত করেছেন এর জন্য মনযিল সমূহ, যাতে করে তোমরা চিনতে পার বছরগুলোর সংখ্যা ও হিসাব। আল্লাহ এই সমস্ত কিছু এমনিতেই সৃষ্টি করেননি, কিন্তু যথার্থতার সাথে। তিনি প্রকাশ করেন লক্ষণসমূহ সে সমস্ত লোকের জন্য যাদের জ্ঞান আছে।
It is He Who made the sun to be a shining glory and the moon to be a light (of beauty), and measured out stages for her; that ye might know the number of years and the count (of time). Nowise did Allah create this but in truth and righteousness. (Thus) doth He explain His Signs in detail, for those who understand.
(6
إِنَّ فِي اخْتِلَافِ اللَّيْلِ وَالنَّهَارِ وَمَا خَلَقَ اللَّهُ فِي السَّمَاوَاتِ وَالْأَرْضِ لَآيَاتٍ لِّقَوْمٍ يَتَّقُونَ
নিশ্চয়ই রাত-দিনের পরিবর্তনের মাঝে এবং যা কিছু তিনি সৃষ্টি করেছেন আসমান ও যমীনে, সবই হল নিদর্শন সেসব লোকের জন্য যারা ভয় করে।
Verily, in the alternation of the night and the day, and in all that Allah hath created, in the heavens and the earth, are signs for those who fear Him.
(7
إِنَّ الَّذِينَ لَا يَرْجُونَ لِقَاءَنَا وَرَضُوا بِالْحَيَاةِ الدُّنْيَا وَاطْمَأَنُّوا بِهَا وَالَّذِينَ هُمْ عَنْ آيَاتِنَا غَافِلُونَ
অবশ্যই যেসব লোক আমার সাক্ষাৎ লাভের আশা রাখে না এবং পার্থিব জীবন নিয়েই উৎফুল্ল রয়েছে, তাতেই প্রশান্তি অনুভব করেছে এবং যারা আমার নির্দশনসমূহ সম্পর্কে বেখবর।
Those who rest not their hope on their meeting with Us, but are pleased and satisfied with the life of the present, and those who heed not Our Signs,-
(8
أُولَـٰئِكَ مَأْوَاهُمُ النَّارُ بِمَا كَانُوا يَكْسِبُونَ
এমন লোকদের ঠিকানা হল আগুন সেসবের বদলা হিসাবে যা তারা অর্জন করছিল।
Their abode is the Fire, because of the (evil) they earned.
(9
إِنَّ الَّذِينَ آمَنُوا وَعَمِلُوا الصَّالِحَاتِ يَهْدِيهِمْ رَبُّهُم بِإِيمَانِهِمْ ۖ تَجْرِي مِن تَحْتِهِمُ الْأَنْهَارُ فِي جَنَّاتِ النَّعِيمِ
অবশ্য যেসব লোক ঈমান এনেছে এবং সৎকাজ করেছে, তাদেরকে হেদায়েত দান করবেন তাদের পালনকর্তা, তাদের ঈমানের মাধ্যমে। এমন সুসময় কানন-কুঞ্জের প্রতি যার তলদেশে প্রবাহিত হয় প্রস্রবণসমূহ।
Those who believe, and work righteousness,- their Lord will guide them because of their faith: beneath them will flow rivers in gardens of bliss",NEGATIVE
